id_registro,codigo_producto,categoria,laboratorio,ciudad,temporada,metodo_reabastecimiento,precio_unitario,costo_unitario,margen_unitario,stock_actual,stock_minimo,stock_maximo,demanda_promedio_diaria,desviacion_demanda,ventas_ultimos_30_dias,quiebres_stock_ultimos_6m,lead_time_dias,dias_para_vencer,descuento_activo,es_esencial,requiere_formula,categoria_consenso_cluster,confianza_consenso,categoria_reevaluada
135,MED-1134,Higiene Personal,Pfizer,Barranquilla,Alta (Epidemia),Proveedor Programado,72405.93,59334.69,13071.24,278,10,403,12.58,6.67,404,1,5,684,1,1,1,Cardiovasculares,0.5,Higiene Personal
136,MED-1135,Antibióticos,Genfar,Barranquilla,Normal,Proveedor Programado,45234.48,33886.12,11348.36,223,44,195,3.85,6.23,147,2,14,871,1,0,0,Pediatría,0.5,Antibióticos
137,MED-1136,Diabetes,Tecnoquímicas,Barranquilla,Normal,Manual,76263.85,61910.37,14353.48,411,35,237,15.83,4.29,426,3,5,329,0,0,1,Dermatológicos,0.5,Diabetes
138,MED-1137,Diabetes,Pfizer,Bogotá,Alta (Invierno),Proveedor Programado,66324.29,46938.73,19385.56,335,56,222,36.02,2.81,1069,0,11,80,0,1,1,Gastrointestinales,0.25,Diabetes
139,MED-1138,Gastrointestinales,Novartis,Barranquilla,Alta (Invierno),Automático (ML),74951.57,51559.61,23391.96,289,77,178,27.13,9.33,797,4,12,320,0,1,1,Pediatría,0.5,Gastrointestinales
140,MED-1139,Dermatológicos,Bayer,Cali,Alta (Invierno),Automático (ML),12488.14,10176.01,2312.13,38,22,230,28.65,1.52,862,2,10,474,1,0,1,Pediatría,0.75,Pediatría
141,MED-1140,Antibióticos,La Santé,Cartagena,Alta (Epidemia),Manual,65061.43,47986.49,17074.94,375,54,150,38.1,6.22,1137,0,6,306,1,1,0,Gastrointestinales,0.25,Antibióticos
142,MED-1141,Antibióticos,Abbott,Bogotá,Alta (Invierno),Proveedor Programado,50045.54,35169.86,14875.68,124,51,172,31.03,5.79,938,1,11,322,0,0,1,Gastrointestinales,0.5,Antibióticos
143,MED-1142,Antigripales,MK,Cartagena,Alta (Invierno),Manual,68540.42,52629.18,15911.24,344,27,240,6.84,4.53,215,2,5,716,0,0,0,Cardiovasculares,0.5,Antigripales
144,MED-1143,Gastrointestinales,MK,Cartagena,Normal,Automático (ML),27044.93,17783.71,9261.22,454,41,101,10.05,4.21,294,2,13,470,0,0,1,Pediatría,0.75,Pediatría
145,MED-1144,Vitaminas,Pfizer,Bogotá,Alta (Invierno),Manual,56526.13,39629.32,16896.81,373,48,338,1.62,3.74,15,2,14,560,1,0,1,Pediatría,0.5,Vitaminas
146,MED-1145,Analgésicos,MK,Cali,Normal,Manual,52687.32,39459.52,13227.8,72,17,136,14.84,1.16,466,0,1,857,1,0,0,Dermatológicos,0.5,Analgésicos
147,MED-1146,Diabetes,Abbott,Cali,Normal,Automático (ML),64627.45,42552.52,22074.93,148,17,296,24.12,6.96,696,0,12,410,0,0,1,Gastrointestinales,0.5,Diabetes
148,MED-1147,Diabetes,Bayer,Bogotá,Promoción,Automático (ML),32142.68,22202.11,9940.57,290,39,204,3.35,5.84,96,0,4,482,1,0,1,Pediatría,0.75,Pediatría
149,MED-1148,Diabetes,Pfizer,Bogotá,Alta (Epidemia),Proveedor Programado,56130.38,36497.85,19632.53,207,71,278,18.56,7.68,578,1,1,429,0,0,0,Cardiovasculares,0.5,Diabetes
150,MED-1149,Dermatológicos,Roche,Cartagena,Alta (Epidemia),Automático (ML),33747.33,21534.31,12213.02,4,74,244,27.19,1.38,827,1,6,485,1,1,1,Antigripales,0.25,Dermatológicos
151,MED-1150,Antibióticos,Pfizer,Cartagena,Alta (Invierno),Automático (ML),66607.21,52986.5,13620.71,225,23,364,12.82,3.0,347,1,2,390,1,0,1,Cardiovasculares,0.5,Antibióticos
152,MED-1151,Gastrointestinales,Abbott,Barranquilla,Promoción,Proveedor Programado,49245.76,35896.21,13349.55,418,31,223,39.69,8.59,1200,1,10,41,0,1,1,Pediatría,0.5,Gastrointestinales
153,MED-1152,Gastrointestinales,Tecnoquímicas,Cali,Alta (Invierno),Proveedor Programado,65943.63,45841.1,20102.53,215,39,222,6.51,2.51,186,4,14,102,1,0,0,Dermatológicos,0.25,Gastrointestinales
154,MED-1153,Antibióticos,Pfizer,Barranquilla,Normal,Proveedor Programado,27157.03,20411.03,6746.0,320,63,350,7.82,5.27,223,1,9,54,1,0,0,Pediatría,0.75,Pediatría
155,MED-1154,Pediatría,Novartis,Cartagena,Alta (Epidemia),Proveedor Programado,39824.02,28933.22,10890.8,78,77,299,22.43,9.68,687,0,12,682,0,1,1,Dermatológicos,0.5,Pediatría
156,MED-1155,Cardiovasculares,Bayer,Cali,Alta (Epidemia),Automático (ML),4361.96,3274.25,1087.71,150,40,94,31.45,4.87,934,1,2,411,0,0,0,Pediatría,0.5,Cardiovasculares
157,MED-1156,Diabetes,Genfar,Bogotá,Alta (Epidemia),Proveedor Programado,56517.71,47809.45,8708.26,82,18,166,3.91,7.94,109,4,14,292,1,0,1,Cardiovasculares,0.5,Diabetes
158,MED-1157,Pediatría,Genfar,Barranquilla,Normal,Proveedor Programado,51039.98,37349.03,13690.95,230,59,171,31.89,4.35,960,1,13,512,1,0,0,Gastrointestinales,0.5,Pediatría
159,MED-1158,Dermatológicos,Tecnoquímicas,Cali,Alta (Epidemia),Manual,66720.42,52269.02,14451.4,85,14,246,17.23,5.07,534,0,6,771,0,0,1,Dermatológicos,0.25,Dermatológicos
160,MED-1159,Antibióticos,MK,Bogotá,Normal,Proveedor Programado,44218.88,28910.32,15308.56,212,62,449,3.52,0.91,89,2,1,526,0,1,1,Pediatría,0.75,Pediatría
161,MED-1160,Diabetes,La Santé,Medellín,Alta (Epidemia),Automático (ML),10552.36,7619.44,2932.92,195,43,144,10.5,6.69,335,2,3,774,1,0,0,Pediatría,0.75,Pediatría
162,MED-1161,Vitaminas,MK,Cartagena,Normal,Proveedor Programado,10865.51,8308.56,2556.95,424,10,189,18.07,2.92,548,0,10,271,0,1,1,Pediatría,0.75,Pediatría
163,MED-1162,Cardiovasculares,Abbott,Cartagena,Promoción,Automático (ML),72435.67,51818.26,20617.41,202,43,356,35.91,6.55,1053,3,1,884,1,0,0,Pediatría,0.75,Pediatría
164,MED-1163,Gastrointestinales,Sanofi,Bogotá,Alta (Epidemia),Proveedor Programado,9528.99,7423.85,2105.14,108,60,261,2.39,5.33,72,5,8,855,1,1,0,Pediatría,0.75,Pediatría
165,MED-1164,Antigripales,Sanofi,Cartagena,Normal,Manual,34734.08,25613.05,9121.03,351,17,386,17.55,1.28,546,2,12,366,0,1,0,Pediatría,0.75,Pediatría
166,MED-1165,Vitaminas,Tecnoquímicas,Cali,Alta (Epidemia),Manual,12346.75,9306.4,3040.35,77,50,316,21.68,0.9,635,3,2,807,0,1,1,Pediatría,0.75,Pediatría
167,MED-1166,Vitaminas,MK,Barranquilla,Alta (Invierno),Proveedor Programado,47846.54,37656.1,10190.44,287,41,316,6.0,3.71,168,1,8,431,1,0,1,Pediatría,0.75,Pediatría
168,MED-1167,Analgésicos,Sanofi,Bogotá,Promoción,Manual,50196.35,41952.55,8243.8,413,53,390,20.35,0.62,584,4,5,151,1,1,1,Pediatría,0.75,Pediatría
169,MED-1168,Cardiovasculares,Tecnoquímicas,Bogotá,Promoción,Manual,61138.23,43722.08,17416.15,391,55,342,31.28,6.73,944,1,11,285,1,0,1,Gastrointestinales,0.25,Cardiovasculares
170,MED-1169,Gastrointestinales,Pfizer,Barranquilla,Normal,Manual,15690.74,9931.17,5759.57,462,61,393,38.64,5.14,1159,1,7,117,1,1,0,Dermatológicos,0.25,Gastrointestinales
171,MED-1170,Cardiovasculares,Tecnoquímicas,Cali,Alta (Invierno),Automático (ML),61380.25,48236.03,13144.22,2,72,239,23.04,7.04,716,0,7,137,0,0,0,Antigripales,0.25,Cardiovasculares
172,MED-1171,Higiene Personal,Novartis,Medellín,Alta (Epidemia),Automático (ML),38539.93,23213.87,15326.06,128,14,66,39.68,1.44,1203,0,10,895,0,0,0,Pediatría,0.5,Higiene Personal
173,MED-1172,Vitaminas,Tecnoquímicas,Medellín,Alta (Invierno),Proveedor Programado,45741.54,35827.88,9913.66,230,36,151,14.86,7.95,450,1,4,627,0,0,0,Pediatría,0.75,Pediatría
174,MED-1173,Diabetes,Abbott,Cartagena,Promoción,Proveedor Programado,60715.0,47944.76,12770.24,19,25,317,33.84,4.97,1019,0,3,130,1,1,0,Dermatológicos,0.5,Diabetes
175,MED-1174,Diabetes,Pfizer,Barranquilla,Promoción,Proveedor Programado,32673.94,24859.68,7814.26,393,33,309,6.38,6.8,183,2,6,434,1,1,0,Pediatría,1.0,Pediatría
176,MED-1175,Gastrointestinales,Novartis,Bogotá,Alta (Epidemia),Automático (ML),58702.17,36749.57,21952.6,185,64,367,19.98,6.19,575,0,3,188,1,0,0,Dermatológicos,0.5,Gastrointestinales
177,MED-1176,Gastrointestinales,Tecnoquímicas,Bogotá,Normal,Proveedor Programado,27802.32,21105.37,6696.95,210,31,232,14.04,7.96,422,1,6,146,1,1,0,Pediatría,0.75,Pediatría
178,MED-1177,Diabetes,Roche,Medellín,Alta (Epidemia),Proveedor Programado,28270.84,20030.03,8240.81,145,72,237,3.44,8.11,132,3,11,854,1,0,0,Cardiovasculares,0.5,Diabetes
179,MED-1178,Diabetes,Pfizer,Cali,Normal,Proveedor Programado,63495.17,39975.55,23519.62,197,56,183,30.14,7.53,910,1,10,429,0,0,0,Gastrointestinales,0.25,Diabetes
180,MED-1179,Diabetes,Abbott,Cartagena,Alta (Invierno),Automático (ML),56919.4,42487.63,14431.77,117,79,465,37.26,7.93,1090,1,3,455,1,1,1,Dermatológicos,0.5,Diabetes
181,MED-1180,Cardiovasculares,La Santé,Cartagena,Normal,Proveedor Programado,32022.39,22909.88,9112.51,467,58,181,37.56,7.21,1128,0,10,289,1,0,1,Dermatológicos,0.5,Cardiovasculares
182,MED-1181,Antibióticos,Novartis,Barranquilla,Alta (Epidemia),Automático (ML),7410.58,4863.61,2546.97,363,69,175,30.3,6.74,911,0,4,754,0,1,0,Dermatológicos,0.5,Antibióticos
183,MED-1182,Pediatría,MK,Cali,Alta (Epidemia),Proveedor Programado,7393.21,4957.49,2435.72,219,16,228,11.75,7.98,331,2,10,877,1,0,0,Pediatría,1.0,Pediatría
184,MED-1183,Dermatológicos,Novartis,Barranquilla,Alta (Epidemia),Manual,68687.9,42011.25,26676.65,337,66,136,21.76,4.41,614,1,7,99,0,1,1,Diabetes,0.5,Dermatológicos
185,MED-1184,Analgésicos,La Santé,Cali,Alta (Invierno),Manual,54111.81,45499.84,8611.97,142,57,305,16.34,8.36,506,0,8,171,1,1,0,Pediatría,0.5,Analgésicos
186,MED-1185,Antigripales,MK,Medellín,Normal,Automático (ML),46530.43,33315.0,13215.43,344,21,231,6.9,2.64,181,3,10,356,0,0,1,Dermatológicos,0.5,Antigripales
187,MED-1186,Pediatría,MK,Cartagena,Promoción,Manual,34106.3,25089.84,9016.46,422,58,124,24.9,2.65,725,1,2,606,0,0,0,Pediatría,0.5,Pediatría
188,MED-1187,Diabetes,Bayer,Barranquilla,Alta (Epidemia),Proveedor Programado,10512.31,8572.75,1939.56,434,48,183,12.33,7.98,365,1,6,600,0,1,1,Pediatría,0.5,Diabetes
189,MED-1188,Diabetes,Genfar,Cartagena,Alta (Invierno),Automático (ML),63543.42,41324.89,22218.53,390,30,99,22.25,7.71,648,2,4,243,1,0,1,Dermatológicos,0.25,Diabetes
190,MED-1189,Pediatría,Abbott,Barranquilla,Alta (Epidemia),Automático (ML),60806.17,44965.87,15840.3,65,34,331,19.09,9.14,581,1,1,583,1,0,0,Antigripales,0.25,Pediatría
191,MED-1190,Pediatría,MK,Cali,Normal,Proveedor Programado,53572.07,43153.68,10418.39,177,52,298,38.61,2.44,1176,3,10,37,1,1,0,Pediatría,0.75,Pediatría
192,MED-1191,Higiene Personal,Pfizer,Cali,Normal,Manual,73461.94,53866.5,19595.44,41,69,386,7.48,6.33,211,1,13,288,1,1,0,Pediatría,0.5,Higiene Personal
193,MED-1192,Cardiovasculares,Pfizer,Medellín,Promoción,Automático (ML),42042.93,31512.36,10530.57,7,41,266,6.93,4.68,208,4,6,395,0,1,0,Cardiovasculares,0.75,Cardiovasculares
194,MED-1193,Cardiovasculares,Novartis,Cali,Alta (Invierno),Automático (ML),15778.53,12946.0,2832.53,222,68,364,6.06,7.03,210,0,3,382,0,1,0,Pediatría,0.5,Cardiovasculares
195,MED-1194,Analgésicos,La Santé,Bogotá,Alta (Epidemia),Manual,66367.8,43300.89,23066.91,132,70,384,32.94,5.64,982,2,3,601,0,0,1,Dermatológicos,0.5,Analgésicos
196,MED-1195,Diabetes,MK,Barranquilla,Promoción,Proveedor Programado,41054.36,33133.43,7920.93,475,39,365,5.4,1.33,122,0,1,704,0,0,0,Pediatría,0.5,Diabetes
197,MED-1196,Dermatológicos,Genfar,Medellín,Promoción,Manual,29791.49,21229.05,8562.44,313,66,394,25.22,3.85,764,1,5,649,1,0,1,Dermatológicos,0.5,Dermatológicos
198,MED-1197,Antibióticos,Bayer,Medellín,Promoción,Proveedor Programado,55065.67,37514.92,17550.75,423,37,133,7.82,8.63,234,2,12,30,1,0,0,Dermatológicos,0.25,Antibióticos
199,MED-1198,Diabetes,Roche,Cartagena,Normal,Proveedor Programado,56449.59,41104.54,15345.05,293,24,264,3.67,7.75,116,1,5,331,0,0,1,Dermatológicos,0.25,Diabetes
200,MED-1199,Cardiovasculares,Bayer,Cartagena,Alta (Epidemia),Manual,7550.23,6226.76,1323.47,114,15,315,1.01,2.11,34,2,2,587,1,0,0,Pediatría,0.75,Pediatría
201,MED-1200,Higiene Personal,La Santé,Bogotá,Normal,Automático (ML),32290.84,27259.93,5030.91,333,34,427,2.06,9.68,78,3,6,112,1,0,1,Cardiovasculares,0.5,Higiene Personal
202,MED-1201,Gastrointestinales,Tecnoquímicas,Bogotá,Alta (Epidemia),Manual,44016.04,33398.15,10617.89,499,23,192,28.44,5.64,863,1,8,494,1,0,0,Pediatría,0.75,Pediatría
203,MED-1202,Pediatría,La Santé,Medellín,Normal,Automático (ML),39095.13,26401.58,12693.55,202,62,338,9.83,7.44,287,2,9,737,1,0,1,Pediatría,0.75,Pediatría
204,MED-1203,Diabetes,MK,Medellín,Normal,Proveedor Programado,43911.37,35547.92,8363.45,431,39,356,23.73,9.96,727,1,2,498,1,0,1,Antigripales,0.5,Diabetes
205,MED-1204,Antigripales,Bayer,Medellín,Normal,Automático (ML),67015.76,50244.71,16771.05,416,70,443,34.87,1.11,992,1,1,37,1,1,1,Dermatológicos,0.5,Antigripales
206,MED-1205,Dermatológicos,Bayer,Medellín,Alta (Epidemia),Automático (ML),62588.73,46971.64,15617.09,25,61,203,7.65,9.51,243,3,6,817,0,1,1,Pediatría,0.5,Dermatológicos
207,MED-1206,Antibióticos,La Santé,Barranquilla,Promoción,Proveedor Programado,21032.2,16756.09,4276.11,66,75,286,19.44,9.85,601,0,8,116,1,1,1,Dermatológicos,0.25,Antibióticos
208,MED-1207,Vitaminas,Abbott,Barranquilla,Alta (Epidemia),Proveedor Programado,6061.98,4552.66,1509.32,282,17,159,19.45,6.41,579,1,14,320,1,0,1,Pediatría,0.75,Pediatría
209,MED-1208,Antibióticos,Sanofi,Cartagena,Alta (Invierno),Proveedor Programado,48496.79,35608.86,12887.93,48,55,294,33.5,8.52,957,0,1,631,1,1,0,Dermatológicos,0.5,Antibióticos
210,MED-1209,Antibióticos,La Santé,Cali,Alta (Epidemia),Automático (ML),33553.36,20504.36,13049.0,232,18,411,4.4,6.36,103,1,8,818,1,0,1,Pediatría,0.75,Pediatría
211,MED-1210,Gastrointestinales,Abbott,Bogotá,Alta (Epidemia),Proveedor Programado,70315.13,50865.03,19450.1,266,28,410,37.25,2.07,1129,1,8,649,1,1,0,Gastrointestinales,0.5,Gastrointestinales
212,MED-1211,Antibióticos,Sanofi,Cali,Alta (Invierno),Manual,54944.8,37042.79,17902.01,89,78,135,34.65,0.52,1046,0,14,460,0,1,0,Gastrointestinales,0.5,Antibióticos
213,MED-1212,Vitaminas,Pfizer,Medellín,Alta (Epidemia),Automático (ML),49492.25,38190.57,11301.68,449,77,287,18.79,4.01,594,0,3,780,1,0,0,Pediatría,0.5,Vitaminas
214,MED-1213,Diabetes,La Santé,Cali,Promoción,Manual,9173.86,6317.97,2855.89,422,11,345,27.47,3.94,814,1,11,295,0,1,1,Pediatría,0.5,Diabetes
215,MED-1214,Gastrointestinales,Tecnoquímicas,Medellín,Normal,Manual,11911.8,7606.64,4305.16,258,79,283,29.9,5.53,863,2,3,379,0,1,1,Dermatológicos,0.5,Gastrointestinales
216,MED-1215,Higiene Personal,Pfizer,Cali,Alta (Epidemia),Proveedor Programado,12471.25,9224.49,3246.76,222,34,362,32.85,1.14,972,2,5,467,1,0,1,Pediatría,0.75,Pediatría
217,MED-1216,Diabetes,Genfar,Bogotá,Alta (Invierno),Manual,44775.15,36511.25,8263.9,29,69,406,33.07,8.65,990,2,9,92,1,0,1,Dermatológicos,0.5,Diabetes
218,MED-1217,Antibióticos,La Santé,Cali,Normal,Proveedor Programado,52722.02,32223.41,20498.61,320,74,170,7.02,0.74,203,1,12,448,1,1,0,Pediatría,0.5,Antibióticos
219,MED-1218,Vitaminas,La Santé,Cartagena,Alta (Invierno),Manual,34541.42,23412.33,11129.09,293,73,447,21.71,8.5,632,0,8,233,0,0,0,Dermatológicos,0.5,Vitaminas
220,MED-1219,Diabetes,Bayer,Cali,Alta (Epidemia),Automático (ML),77845.94,51154.26,26691.68,343,68,184,38.6,4.15,1160,0,11,459,0,0,0,Gastrointestinales,0.5,Diabetes
221,MED-1220,Dermatológicos,Sanofi,Barranquilla,Promoción,Automático (ML),32874.98,21040.19,11834.79,305,15,379,6.74,5.13,193,1,10,514,0,0,1,Pediatría,0.75,Pediatría
222,MED-1221,Antibióticos,Abbott,Barranquilla,Alta (Epidemia),Manual,37197.83,31570.34,5627.49,200,38,164,24.67,1.94,761,4,1,138,0,0,1,Cardiovasculares,0.5,Antibióticos
223,MED-1222,Higiene Personal,Bayer,Bogotá,Alta (Invierno),Automático (ML),15961.95,10562.45,5399.5,342,60,151,33.25,7.24,1038,1,10,526,0,0,1,Dermatológicos,0.5,Higiene Personal
224,MED-1223,Antigripales,La Santé,Cartagena,Alta (Epidemia),Manual,44951.73,28828.02,16123.71,446,33,207,18.32,6.45,551,2,11,464,1,0,1,Dermatológicos,0.25,Antigripales
225,MED-1224,Vitaminas,Tecnoquímicas,Cartagena,Normal,Proveedor Programado,28088.38,22418.19,5670.19,274,46,436,6.77,8.6,236,1,5,193,0,0,0,Pediatría,0.5,Vitaminas
226,MED-1225,Pediatría,Roche,Cali,Normal,Manual,5924.58,4659.47,1265.11,486,14,247,11.75,8.83,383,0,12,611,0,0,1,Pediatría,0.5,Pediatría
227,MED-1226,Antigripales,Roche,Barranquilla,Normal,Automático (ML),38626.02,32648.52,5977.5,235,61,180,23.96,4.07,731,1,6,616,1,1,1,Dermatológicos,0.5,Antigripales
228,MED-1227,Antigripales,Sanofi,Cali,Promoción,Manual,40909.06,30449.42,10459.64,178,62,330,16.9,8.36,492,2,4,394,0,0,1,Cardiovasculares,0.5,Antigripales
229,MED-1228,Cardiovasculares,Abbott,Barranquilla,Alta (Invierno),Automático (ML),3243.92,2465.54,778.38,224,28,140,35.46,4.76,1078,2,13,523,0,1,1,Pediatría,0.5,Cardiovasculares
230,MED-1229,Gastrointestinales,Sanofi,Medellín,Alta (Epidemia),Proveedor Programado,70147.72,51334.56,18813.16,319,30,283,32.37,3.15,953,1,8,315,0,1,0,Gastrointestinales,0.25,Gastrointestinales
231,MED-1230,Diabetes,Pfizer,Cali,Promoción,Manual,79832.21,61407.36,18424.85,112,39,223,2.72,3.75,85,1,5,30,0,0,0,Cardiovasculares,0.5,Diabetes
232,MED-1231,Dermatológicos,Sanofi,Cartagena,Promoción,Manual,33730.71,26336.51,7394.2,461,13,137,14.6,1.55,440,1,12,714,0,1,1,Pediatría,0.75,Pediatría
233,MED-1232,Antigripales,MK,Barranquilla,Promoción,Automático (ML),10772.47,8803.65,1968.82,65,49,243,20.52,8.05,624,1,6,217,1,1,0,Pediatría,0.75,Pediatría
234,MED-1233,Antibióticos,Sanofi,Cartagena,Promoción,Manual,69481.86,48659.99,20821.87,214,64,140,1.86,6.04,40,1,7,350,0,1,0,Pediatría,0.5,Antibióticos
235,MED-1234,Analgésicos,Tecnoquímicas,Barranquilla,Promoción,Automático (ML),5592.53,3655.6,1936.93,274,66,396,5.79,8.94,217,1,7,573,0,0,1,Pediatría,0.75,Pediatría
236,MED-1235,Vitaminas,Tecnoquímicas,Cali,Promoción,Automático (ML),55561.53,36697.44,18864.09,411,62,446,22.55,5.44,650,1,13,88,0,1,0,Gastrointestinales,0.25,Vitaminas
237,MED-1236,Pediatría,Novartis,Medellín,Alta (Epidemia),Proveedor Programado,41245.55,27678.59,13566.96,337,58,186,5.01,2.3,164,3,13,183,1,0,1,Cardiovasculares,0.75,Cardiovasculares
238,MED-1237,Higiene Personal,Abbott,Cartagena,Alta (Epidemia),Proveedor Programado,75414.53,46808.2,28606.33,155,20,190,15.05,3.07,483,2,11,703,0,0,0,Dermatológicos,0.5,Higiene Personal
239,MED-1238,Cardiovasculares,La Santé,Cali,Alta (Epidemia),Manual,36403.94,30123.74,6280.2,111,65,293,4.48,7.03,162,0,10,857,0,1,0,Pediatría,0.75,Pediatría
240,MED-1239,Analgésicos,Bayer,Medellín,Alta (Epidemia),Automático (ML),15855.39,12339.64,3515.75,12,42,115,30.68,9.53,938,1,9,635,1,0,0,Pediatría,0.75,Pediatría
241,MED-1240,Gastrointestinales,Roche,Cali,Alta (Invierno),Automático (ML),51844.16,44060.62,7783.54,400,57,134,34.77,5.02,1015,0,2,797,1,1,1,Antigripales,0.25,Gastrointestinales
242,MED-1241,Pediatría,Tecnoquímicas,Barranquilla,Normal,Automático (ML),62102.71,43728.14,18374.57,396,40,105,15.48,8.76,436,2,6,129,1,0,1,Dermatológicos,0.25,Pediatría
243,MED-1242,Pediatría,Tecnoquímicas,Bogotá,Promoción,Automático (ML),13518.27,10313.22,3205.05,273,12,89,39.01,1.0,1219,0,12,517,0,0,1,Pediatría,0.5,Pediatría
244,MED-1243,Vitaminas,Novartis,Cartagena,Promoción,Manual,6311.54,4839.16,1472.38,48,63,250,22.21,1.45,646,1,10,587,0,0,0,Pediatría,0.75,Pediatría
245,MED-1244,Antigripales,Bayer,Barranquilla,Alta (Epidemia),Automático (ML),67546.43,52506.93,15039.5,397,19,231,20.22,4.34,605,3,1,809,0,1,0,Pediatría,0.5,Antigripales
246,MED-1245,Cardiovasculares,Novartis,Cartagena,Promoción,Proveedor Programado,27013.52,21435.17,5578.35,174,67,399,23.44,1.23,703,0,14,774,0,0,0,Dermatológicos,0.25,Cardiovasculares
247,MED-1246,Higiene Personal,La Santé,Barranquilla,Promoción,Automático (ML),23449.88,14172.83,9277.05,152,42,146,21.2,3.81,639,1,14,41,0,1,1,Pediatría,0.75,Pediatría
248,MED-1247,Higiene Personal,La Santé,Cali,Promoción,Manual,72189.17,57448.11,14741.06,216,54,317,6.94,9.04,209,3,13,518,0,1,1,Pediatría,0.5,Higiene Personal
249,MED-1248,Antigripales,Tecnoquímicas,Cali,Alta (Invierno),Proveedor Programado,54716.46,40793.98,13922.48,103,18,186,31.62,9.92,923,0,2,360,1,1,1,Pediatría,0.5,Antigripales
250,MED-1249,Gastrointestinales,Novartis,Cali,Alta (Epidemia),Manual,13841.83,10458.93,3382.9,393,54,442,6.73,8.21,189,2,8,97,1,1,1,Pediatría,0.5,Gastrointestinales
251,MED-1250,Vitaminas,Tecnoquímicas,Bogotá,Alta (Epidemia),Proveedor Programado,29579.8,24532.64,5047.16,215,63,300,22.01,1.08,669,1,14,271,0,1,1,Pediatría,0.75,Pediatría
252,MED-1251,Dermatológicos,Abbott,Medellín,Alta (Invierno),Proveedor Programado,6431.41,4527.14,1904.27,421,36,311,10.43,5.26,316,0,5,587,1,1,0,Pediatría,0.75,Pediatría
253,MED-1252,Antibióticos,Roche,Cartagena,Alta (Invierno),Manual,24152.19,19363.81,4788.38,209,55,327,2.71,2.07,90,2,13,549,0,0,0,Pediatría,0.5,Antibióticos
254,MED-1253,Analgésicos,Pfizer,Barranquilla,Alta (Epidemia),Proveedor Programado,76260.1,64722.31,11537.79,319,68,207,21.38,2.58,648,1,5,630,1,0,0,Pediatría,0.5,Analgésicos
255,MED-1254,Analgésicos,Novartis,Medellín,Promoción,Proveedor Programado,19474.69,11748.25,7726.44,389,13,170,31.91,9.13,957,2,2,302,1,1,0,Pediatría,0.5,Analgésicos
256,MED-1255,Dermatológicos,La Santé,Cali,Normal,Manual,39721.31,30966.05,8755.26,494,74,162,31.47,9.62,955,4,2,883,0,0,0,Pediatría,0.75,Pediatría
257,MED-1256,Cardiovasculares,MK,Bogotá,Promoción,Automático (ML),45503.25,36456.67,9046.58,468,51,352,7.94,5.39,229,2,11,819,0,1,0,Pediatría,0.75,Pediatría
258,MED-1257,Analgésicos,Tecnoquímicas,Cartagena,Normal,Automático (ML),25244.14,17657.24,7586.9,154,43,221,2.75,7.73,81,4,1,864,1,1,1,Cardiovasculares,0.5,Analgésicos
259,MED-1258,Vitaminas,Novartis,Barranquilla,Alta (Epidemia),Manual,30498.33,24303.73,6194.6,115,62,202,17.21,8.55,500,1,1,87,0,1,0,Pediatría,0.5,Vitaminas
260,MED-1259,Diabetes,Tecnoquímicas,Medellín,Normal,Proveedor Programado,55325.34,36305.74,19019.6,67,78,383,18.03,6.01,555,1,3,617,1,1,0,Pediatría,0.5,Diabetes
261,MED-1260,Vitaminas,Roche,Barranquilla,Promoción,Proveedor Programado,30184.88,24857.96,5326.92,326,35,124,16.64,7.75,470,1,7,113,1,0,1,Pediatría,0.75,Pediatría
262,MED-1261,Antibióticos,MK,Medellín,Promoción,Automático (ML),28530.48,23216.89,5313.59,411,77,397,35.3,4.87,1058,2,8,312,0,0,1,Pediatría,0.5,Antibióticos
263,MED-1262,Cardiovasculares,Genfar,Barranquilla,Alta (Epidemia),Automático (ML),62376.46,47634.57,14741.89,322,43,273,12.02,4.54,367,0,5,892,1,0,1,Pediatría,0.5,Cardiovasculares
264,MED-1263,Gastrointestinales,Genfar,Bogotá,Normal,Automático (ML),35075.57,25627.18,9448.39,356,66,253,8.82,2.43,254,2,5,346,1,0,1,Cardiovasculares,0.5,Gastrointestinales
265,MED-1264,Higiene Personal,Tecnoquímicas,Bogotá,Alta (Epidemia),Automático (ML),17716.14,12003.06,5713.08,498,45,333,17.22,7.71,499,0,10,335,0,0,0,Pediatría,0.5,Higiene Personal
266,MED-1265,Diabetes,MK,Barranquilla,Alta (Epidemia),Automático (ML),28946.28,24601.04,4345.24,227,48,113,30.42,4.24,894,1,5,782,1,0,0,Pediatría,0.5,Diabetes
267,MED-1266,Pediatría,Pfizer,Cartagena,Promoción,Proveedor Programado,61044.89,36942.4,24102.49,161,18,206,25.51,5.08,768,0,1,865,1,0,0,Pediatría,0.5,Pediatría
